Instance,Algorithm,Parameters,Optimal Cost,Total Cost,Difference,Execution Time (s)
XML100_1111_07,ACO,"{'num_ants': 5, 'iterations': 30, 'decay': 0.1}",43143,44394.95502351076,1251.95502351076,1.4495160579681396
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 10, 'decay': 0.01}",43143,44367.07107042681,1224.071070426813,0.933082103729248
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 10, 'decay': 0.05}",43143,44581.032896504264,1438.0328965042645,0.9351499080657959
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 10, 'decay': 0.1}",43143,44724.28585060853,1581.2858506085322,0.9319679737091064
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 20, 'decay': 0.01}",43143,44539.85406231862,1396.85406231862,1.866307258605957
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 20, 'decay': 0.05}",43143,44480.02465003243,1337.0246500324283,1.871471881866455
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 20, 'decay': 0.1}",43143,44212.660638664005,1069.660638664005,1.8766610622406006
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 30, 'decay': 0.01}",43143,44352.90734474371,1209.9073447437113,2.8021092414855957
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 30, 'decay': 0.05}",43143,44346.39226457195,1203.3922645719504,2.801915168762207
XML100_1111_07,ACO,"{'num_ants': 10, 'iterations': 30, 'decay': 0.1}",43143,44382.34141271371,1239.3414127137075,2.8043341636657715
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 10, 'decay': 0.01}",43143,44440.48092593667,1297.4809259366666,1.383754014968872
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 10, 'decay': 0.05}",43143,44177.435684842916,1034.435684842916,1.386972188949585
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 10, 'decay': 0.1}",43143,44491.140117416515,1348.1401174165148,1.3841216564178467
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 20, 'decay': 0.01}",43143,44348.96053017416,1205.9605301741612,2.7722361087799072
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 20, 'decay': 0.05}",43143,44029.15157172463,886.1515717246293,2.7717790603637695
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 20, 'decay': 0.1}",43143,44355.354788088305,1212.3547880883052,2.76517915725708
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 30, 'decay': 0.01}",43143,44372.5521126945,1229.5521126945023,4.17718505859375
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 30, 'decay': 0.05}",43143,43987.410549549284,844.410549549284,4.143980026245117
XML100_1111_07,ACO,"{'num_ants': 15, 'iterations': 30, 'decay': 0.1}",43143,44323.34458912685,1180.3445891268493,4.1393327713012695
XML100_1111_08,ACO,"{'num_ants': 5, 'iterations': 10, 'decay': 0.01}",30140,31816.41260524997,1676.4126052499705,0.47342371940612793
